datetime,open,high,low,close,volume
2023-06-05 08:00:00,1708.46,1728.51,1708.25,1713.58,2131095.0
2023-06-05 12:00:00,1713.58,1713.58,1677.23,1679.79,600829.0
2023-06-05 16:00:00,1679.79,1713.73,1679.79,1692.83,1761947.0
2023-06-05 20:00:00,1692.83,1692.83,1669.39,1676.22,1171091.0
2023-06-06 00:00:00,1676.22,1684.05,1668.64,1669.1,913016.0
2023-06-06 04:00:00,1669.1,1669.1,1619.79,1652.69,1307997.0
2023-06-06 08:00:00,1652.69,1733.63,1652.69,1709.44,1929180.0
2023-06-06 12:00:00,1709.44,1715.16,1704.53,1710.74,1544817.0
2023-06-06 16:00:00,1710.74,1710.74,1666.68,1679.88,775112.0
2023-06-06 20:00:00,1679.88,1712.79,1679.88,1706.43,1743194.0
2023-06-07 00:00:00,1706.43,1706.43,1664.66,1670.64,874324.0
2023-06-07 04:00:00,1670.64,1685.49,1670.64,1678.59,1340216.0
2023-06-07 08:00:00,1678.59,1678.59,1618.85,1621.06,1033359.0
2023-06-07 12:00:00,1621.06,1621.06,1571.72,1583.92,1077945.0
2023-06-07 16:00:00,1583.92,1627.68,1583.92,1591.12,1764048.0
2023-06-07 20:00:00,1591.12,1614.22,1591.12,1613.86,714904.0
2023-06-08 00:00:00,1613.86,1643.43,1613.86,1620.45,3180654.0
2023-06-08 04:00:00,1620.45,1640.21,1611.1,1618.7,483815.0
2023-06-08 08:00:00,1618.7,1618.7,1608.65,1611.54,891951.0
2023-06-08 12:00:00,1611.54,1611.54,1561.29,1570.27,1447149.0
2023-06-08 16:00:00,1570.27,1570.27,1526.05,1551.49,1610664.0
2023-06-08 20:00:00,1551.49,1552.48,1525.9,1540.18,1143681.0
2023-06-09 00:00:00,1540.18,1574.82,1540.18,1571.03,1168586.0
2023-06-09 04:00:00,1571.03,1592.01,1571.03,1582.31,1476633.0
2023-06-09 08:00:00,1582.31,1582.31,1518.99,1533.68,1071388.0
2023-06-09 12:00:00,1533.68,1545.4,1527.22,1544.16,2413505.0
2023-06-09 16:00:00,1544.16,1544.16,1526.29,1535.0,1829722.0
2023-06-09 20:00:00,1535.0,1535.0,1514.33,1517.84,1860605.0
2023-06-10 00:00:00,1517.84,1546.23,1517.84,1536.06,741864.0
2023-06-10 04:00:00,1536.06,1568.94,1536.06,1566.11,1155803.0
2023-06-10 08:00:00,1566.11,1598.61,1566.11,1593.93,1034850.0
2023-06-10 12:00:00,1593.93,1593.93,1564.46,1571.44,727376.0
2023-06-10 16:00:00,1571.44,1574.32,1561.71,1564.27,1439897.0
2023-06-10 20:00:00,1564.27,1593.97,1560.01,1575.16,919125.0
2023-06-11 00:00:00,1575.16,1607.87,1575.16,1604.39,1668944.0
2023-06-11 04:00:00,1604.39,1604.39,1588.12,1592.16,704261.0
2023-06-11 08:00:00,1592.16,1597.93,1584.2,1588.43,2840584.0
2023-06-11 12:00:00,1588.43,1588.61,1557.22,1558.39,768222.0
2023-06-11 16:00:00,1558.39,1558.39,1519.93,1526.39,1341973.0
2023-06-11 20:00:00,1526.39,1559.38,1526.39,1550.24,1786787.0
2023-06-12 00:00:00,1550.24,1593.21,1550.24,1589.64,904086.0
2023-06-12 04:00:00,1589.64,1590.02,1566.85,1589.17,1841764.0
2023-06-12 08:00:00,1589.17,1626.15,1589.17,1619.46,650443.0
2023-06-12 12:00:00,1619.46,1652.02,1619.46,1631.62,2485685.0
2023-06-12 16:00:00,1631.62,1631.62,1605.36,1614.31,1211142.0
2023-06-12 20:00:00,1614.31,1636.76,1609.91,1626.42,892511.0
2023-06-13 00:00:00,1626.42,1689.86,1626.42,1673.08,1035515.0
2023-06-13 04:00:00,1673.08,1677.6,1670.96,1673.67,1802094.0
2023-06-13 08:00:00,1673.67,1741.17,1673.67,1722.48,897863.0
2023-06-13 12:00:00,1722.48,1722.48,1633.34,1642.98,826803.0
2023-06-13 16:00:00,1642.98,1669.4,1642.98,1668.93,1076507.0
2023-06-13 20:00:00,1668.93,1694.83,1662.84,1673.21,667650.0
2023-06-14 00:00:00,1673.21,1681.4,1658.51,1665.88,2988470.0
2023-06-14 04:00:00,1665.88,1680.11,1665.88,1670.3,906007.0
2023-06-14 08:00:00,1670.3,1670.3,1609.01,1612.21,1822662.0
2023-06-14 12:00:00,1612.21,1612.21,1592.01,1607.45,1335391.0
2023-06-14 16:00:00,1607.45,1634.27,1607.45,1619.39,735079.0
2023-06-14 20:00:00,1619.39,1677.61,1619.39,1664.09,1199029.0
2023-06-15 00:00:00,1664.09,1664.09,1635.48,1650.23,1779782.0
2023-06-15 04:00:00,1650.23,1650.23,1625.44,1627.86,1094567.0
2023-06-15 08:00:00,1627.86,1627.86,1610.78,1614.79,2183755.0
2023-06-15 12:00:00,1614.79,1645.33,1614.79,1643.01,2004204.0
2023-06-15 16:00:00,1643.01,1659.23,1638.24,1654.37,1903981.0
2023-06-15 20:00:00,1654.37,1654.37,1614.65,1640.25,955674.0
2023-06-16 00:00:00,1640.25,1658.19,1640.25,1657.05,700871.0
2023-06-16 04:00:00,1657.05,1675.85,1637.43,1661.6,884879.0
2023-06-16 08:00:00,1661.6,1731.78,1661.6,1692.23,1326588.0
2023-06-16 12:00:00,1692.23,1692.23,1671.28,1672.54,1579934.0
2023-06-16 16:00:00,1672.54,1676.38,1658.76,1664.35,406043.0
2023-06-16 20:00:00,1664.35,1685.54,1642.83,1654.27,1197736.0
2023-06-17 00:00:00,1654.27,1654.27,1595.84,1612.34,1301522.0
2023-06-17 04:00:00,1612.34,1630.58,1609.03,1622.55,1046778.0
2023-06-17 08:00:00,1622.55,1658.65,1622.55,1631.79,2293609.0
2023-06-17 12:00:00,1631.79,1633.85,1631.79,1633.58,1484948.0
2023-06-17 16:00:00,1633.58,1637.8,1620.76,1628.31,2315407.0
2023-06-17 20:00:00,1628.31,1628.31,1579.47,1588.46,1079512.0
2023-06-18 00:00:00,1588.46,1595.37,1567.22,1578.02,1921735.0
2023-06-18 04:00:00,1578.02,1578.02,1549.15,1569.86,2723785.0
2023-06-18 08:00:00,1569.86,1569.86,1535.5,1548.76,2317146.0
2023-06-18 12:00:00,1548.76,1551.78,1536.79,1545.81,696574.0
2023-06-18 16:00:00,1545.81,1570.49,1545.81,1558.6,1059346.0
2023-06-18 20:00:00,1558.6,1614.66,1558.6,1613.08,1011978.0
2023-06-19 00:00:00,1613.08,1640.81,1612.34,1619.76,1535900.0
2023-06-19 04:00:00,1619.76,1633.1,1619.76,1628.89,1694972.0
2023-06-19 08:00:00,1628.89,1631.62,1603.98,1628.33,790605.0
2023-06-19 12:00:00,1628.33,1628.33,1559.1,1573.72,1244095.0
2023-06-19 16:00:00,1573.72,1594.24,1570.98,1574.55,438027.0
2023-06-19 20:00:00,1574.55,1588.97,1574.03,1577.83,2473074.0
2023-06-20 00:00:00,1577.83,1650.39,1577.83,1649.36,930812.0
2023-06-20 04:00:00,1649.36,1649.36,1640.18,1645.3,1236669.0
2023-06-20 08:00:00,1645.3,1698.18,1645.3,1655.88,1030109.0
2023-06-20 12:00:00,1655.88,1660.46,1653.92,1656.5,2132944.0
2023-06-20 16:00:00,1656.5,1656.5,1613.49,1623.31,291049.0
2023-06-20 20:00:00,1623.31,1663.98,1623.31,1658.33,1192658.0
2023-06-21 00:00:00,1658.33,1697.89,1658.33,1682.43,1140629.0
2023-06-21 04:00:00,1682.43,1709.61,1682.43,1708.07,958555.0
2023-06-21 08:00:00,1708.07,1708.07,1673.58,1681.82,2850809.0
2023-06-21 12:00:00,1681.82,1738.66,1681.82,1725.96,771688.0
2023-06-21 16:00:00,1725.96,1725.96,1679.31,1684.14,1768952.0
2023-06-21 20:00:00,1684.14,1729.14,1684.14,1703.61,1437084.0
2023-06-22 00:00:00,1703.61,1787.8,1703.61,1772.49,2259738.0
2023-06-22 04:00:00,1772.49,1772.49,1716.04,1742.66,861479.0
2023-06-22 08:00:00,1742.66,1744.33,1708.42,1726.63,833606.0
2023-06-22 12:00:00,1726.63,1732.4,1726.63,1731.46,2080326.0
2023-06-22 16:00:00,1731.46,1731.46,1711.84,1717.5,1487579.0
2023-06-22 20:00:00,1717.5,1717.5,1670.08,1671.28,555449.0
2023-06-23 00:00:00,1671.28,1686.35,1671.28,1675.01,918363.0
2023-06-23 04:00:00,1675.01,1675.01,1621.88,1644.66,1458897.0
2023-06-23 08:00:00,1644.66,1674.0,1640.47,1660.32,1828273.0
2023-06-23 12:00:00,1660.32,1660.32,1633.96,1634.5,856307.0
2023-06-23 16:00:00,1634.5,1687.17,1634.5,1681.74,280092.0
2023-06-23 20:00:00,1681.74,1681.74,1647.08,1659.71,1562209.0
2023-06-24 00:00:00,1659.71,1659.71,1638.26,1651.75,653331.0
2023-06-24 04:00:00,1651.75,1705.27,1651.75,1677.59,438595.0
2023-06-24 08:00:00,1677.59,1677.59,1638.58,1642.1,291804.0
2023-06-24 12:00:00,1642.1,1650.78,1639.28,1650.46,1806660.0
2023-06-24 16:00:00,1650.46,1710.05,1650.46,1690.95,1282483.0
2023-06-24 20:00:00,1690.95,1690.95,1642.41,1643.71,1074291.0
2023-06-25 00:00:00,1643.71,1656.79,1642.86,1650.82,2408494.0
2023-06-25 04:00:00,1650.82,1674.3,1650.82,1660.19,1653926.0
2023-06-25 08:00:00,1660.19,1690.99,1660.19,1685.21,2698347.0
2023-06-25 12:00:00,1685.21,1685.21,1640.04,1649.38,599369.0
2023-06-25 16:00:00,1649.38,1649.38,1602.64,1611.82,1182007.0
2023-06-25 20:00:00,1611.82,1644.05,1611.82,1628.58,535868.0
2023-06-26 00:00:00,1628.58,1672.87,1627.16,1638.91,1072292.0
2023-06-26 04:00:00,1638.91,1655.58,1636.84,1647.94,1062029.0
2023-06-26 08:00:00,1647.94,1664.19,1647.94,1659.87,1645092.0
2023-06-26 12:00:00,1659.87,1659.87,1603.04,1641.21,1230316.0
2023-06-26 16:00:00,1641.21,1654.37,1641.21,1649.71,1642457.0
2023-06-26 20:00:00,1649.71,1664.56,1646.27,1660.06,1709515.0
2023-06-27 00:00:00,1660.06,1660.06,1618.97,1640.38,3532316.0
2023-06-27 04:00:00,1640.38,1699.4,1640.38,1697.11,1027205.0
2023-06-27 08:00:00,1697.11,1731.34,1697.11,1713.28,751246.0
2023-06-27 12:00:00,1713.28,1713.28,1660.42,1678.26,1360063.0
2023-06-27 16:00:00,1678.26,1715.27,1678.26,1699.77,805211.0
2023-06-27 20:00:00,1699.77,1699.77,1663.54,1671.65,2523053.0
2023-06-28 00:00:00,1671.65,1698.6,1671.65,1697.0,1043813.0
2023-06-28 04:00:00,1697.0,1763.52,1697.0,1734.09,906378.0
2023-06-28 08:00:00,1734.09,1734.09,1700.7,1710.21,950119.0
2023-06-28 12:00:00,1710.21,1759.64,1710.21,1741.57,1722365.0
2023-06-28 16:00:00,1741.57,1756.58,1731.64,1756.25,1111395.0
2023-06-28 20:00:00,1756.25,1798.26,1756.25,1784.0,872542.0
2023-06-29 00:00:00,1784.0,1854.15,1784.0,1846.69,2765345.0
2023-06-29 04:00:00,1846.69,1852.76,1838.96,1840.38,783805.0
2023-06-29 08:00:00,1840.38,1840.38,1811.21,1817.25,1224182.0
2023-06-29 12:00:00,1817.25,1817.25,1776.43,1789.97,1666362.0
2023-06-29 16:00:00,1789.97,1789.97,1756.89,1765.48,531965.0
2023-06-29 20:00:00,1765.48,1770.33,1746.2,1764.79,1529009.0
2023-06-30 00:00:00,1764.79,1790.51,1764.79,1777.4,709593.0
2023-06-30 04:00:00,1777.4,1811.13,1773.69,1788.03,1814629.0
2023-06-30 08:00:00,1788.03,1821.12,1788.03,1816.44,743166.0
2023-06-30 12:00:00,1816.44,1836.39,1797.34,1818.68,1700418.0
2023-06-30 16:00:00,1818.68,1890.82,1818.68,1868.08,2090506.0
2023-06-30 20:00:00,1868.08,1875.91,1846.53,1861.05,1850041.0
2023-07-01 00:00:00,1861.05,1960.78,1861.05,1954.03,1363627.0
2023-07-01 04:00:00,1954.03,1984.38,1954.03,1977.99,1071264.0
2023-07-01 08:00:00,1977.99,1977.99,1941.31,1949.45,901477.0
2023-07-01 12:00:00,1949.45,1949.45,1896.93,1913.82,2509307.0
2023-07-01 16:00:00,1913.82,1937.37,1913.82,1932.36,847675.0
2023-07-01 20:00:00,1932.36,1944.69,1914.49,1926.52,716023.0
2023-07-02 00:00:00,1926.52,1971.76,1926.52,1953.2,1677281.0
2023-07-02 04:00:00,1953.2,1979.12,1952.92,1971.8,807688.0
2023-07-02 08:00:00,1971.8,1974.35,1957.09,1971.18,747858.0
2023-07-02 12:00:00,1971.18,1971.18,1929.23,1943.11,584316.0
2023-07-02 16:00:00,1943.11,1943.11,1864.37,1892.07,944627.0
2023-07-02 20:00:00,1892.07,1892.07,1872.6,1878.75,1153882.0
2023-07-03 00:00:00,1878.75,1916.85,1878.75,1909.59,1358030.0
2023-07-03 04:00:00,1909.59,1932.24,1883.84,1918.86,1935068.0
2023-07-03 08:00:00,1918.86,1918.86,1868.48,1877.75,1565082.0
2023-07-03 12:00:00,1877.75,1887.39,1862.33,1885.48,1093139.0
2023-07-03 16:00:00,1885.48,1929.93,1871.86,1900.45,1089143.0
2023-07-03 20:00:00,1900.45,1900.45,1861.44,1872.11,1552037.0
2023-07-04 00:00:00,1872.11,1889.35,1850.86,1879.17,2272259.0
2023-07-04 04:00:00,1879.17,1890.75,1877.4,1883.01,1281007.0
2023-07-04 08:00:00,1883.01,1883.01,1839.7,1846.16,951157.0
2023-07-04 12:00:00,1846.16,1865.11,1846.16,1859.89,732023.0
2023-07-04 16:00:00,1859.89,1887.89,1859.89,1880.53,583849.0
2023-07-04 20:00:00,1880.53,1928.81,1880.53,1919.07,1678036.0
2023-07-05 00:00:00,1919.07,1974.76,1919.07,1957.39,1605570.0
2023-07-05 04:00:00,1957.39,1957.39,1896.25,1910.81,1605076.0
2023-07-05 08:00:00,1910.81,1910.81,1870.28,1880.46,1127677.0
2023-07-05 12:00:00,1880.46,1910.0,1880.46,1899.77,2430159.0
2023-07-05 16:00:00,1899.77,1948.41,1899.77,1919.24,944056.0
2023-07-05 20:00:00,1919.24,1941.01,1919.24,1938.96,1938906.0
2023-07-06 00:00:00,1938.96,2091.54,1938.96,2075.36,1179532.0
2023-07-06 04:00:00,2075.36,2117.35,2075.36,2098.76,887199.0
2023-07-06 08:00:00,2098.76,2145.82,2098.76,2143.76,1617294.0
2023-07-06 12:00:00,2143.76,2220.65,2143.76,2182.72,1475958.0
2023-07-06 16:00:00,2182.72,2225.48,2182.72,2210.49,1437601.0
2023-07-06 20:00:00,2210.49,2210.49,2187.21,2200.16,1252484.0
2023-07-07 00:00:00,2200.16,2234.03,2200.16,2232.41,1180034.0
2023-07-07 04:00:00,2232.41,2232.41,2174.39,2203.59,3969640.0
2023-07-07 08:00:00,2203.59,2203.59,2187.19,2196.4,2174106.0
2023-07-07 12:00:00,2196.4,2196.4,2166.59,2179.41,1726166.0
2023-07-07 16:00:00,2179.41,2192.41,2172.19,2184.8,1271744.0
2023-07-07 20:00:00,2184.8,2287.36,2184.8,2278.01,1989867.0
2023-07-08 00:00:00,2278.01,2278.01,2190.37,2203.73,1558131.0
2023-07-08 04:00:00,2203.73,2246.35,2203.73,2233.15,1218465.0
2023-07-08 08:00:00,2233.15,2233.15,2158.49,2170.56,1033248.0
2023-07-08 12:00:00,2170.56,2170.56,2149.4,2154.29,1154920.0
2023-07-08 16:00:00,2154.29,2217.77,2154.29,2198.67,246419.0
2023-07-08 20:00:00,2198.67,2212.86,2188.49,2203.41,1336147.0
2023-07-09 00:00:00,2203.41,2203.41,2141.25,2162.87,942001.0
2023-07-09 04:00:00,2162.87,2162.87,2123.86,2137.19,2666654.0
2023-07-09 08:00:00,2137.19,2197.31,2137.19,2165.47,1214292.0
2023-07-09 12:00:00,2165.47,2165.47,2132.01,2139.16,663655.0
2023-07-09 16:00:00,2139.16,2155.65,2114.8,2149.64,1172982.0
2023-07-09 20:00:00,2149.64,2153.89,2135.1,2153.55,712788.0
2023-07-10 00:00:00,2153.55,2153.55,2097.87,2130.45,1523779.0
2023-07-10 04:00:00,2130.45,2228.97,2130.45,2214.79,1390917.0
2023-07-10 08:00:00,2214.79,2271.27,2214.79,2242.28,1941400.0
2023-07-10 12:00:00,2242.28,2242.28,2145.35,2162.79,809813.0
2023-07-10 16:00:00,2162.79,2190.76,2150.4,2172.21,1223228.0
2023-07-10 20:00:00,2172.21,2172.21,2145.33,2148.5,607732.0
2023-07-11 00:00:00,2148.5,2213.5,2148.5,2183.62,1707853.0
2023-07-11 04:00:00,2183.62,2183.62,2154.44,2154.65,1558814.0
2023-07-11 08:00:00,2154.65,2155.26,2102.97,2152.36,1540939.0
2023-07-11 12:00:00,2152.36,2175.29,2145.05,2174.07,1203578.0
2023-07-11 16:00:00,2174.07,2230.67,2174.07,2210.13,1479754.0
2023-07-11 20:00:00,2210.13,2210.13,2161.59,2164.59,2682258.0
2023-07-12 00:00:00,2164.59,2164.59,2140.42,2153.72,1042834.0
2023-07-12 04:00:00,2153.72,2154.14,2129.91,2137.46,1288930.0
2023-07-12 08:00:00,2137.46,2137.46,2102.06,2114.46,698672.0
2023-07-12 12:00:00,2114.46,2187.08,2114.46,2183.77,779080.0
2023-07-12 16:00:00,2183.77,2219.51,2169.14,2201.87,1262882.0
2023-07-12 20:00:00,2201.87,2201.87,2143.7,2154.1,2088521.0
2023-07-13 00:00:00,2154.1,2203.73,2154.1,2191.84,1057967.0
2023-07-13 04:00:00,2191.84,2289.68,2191.84,2277.76,1068794.0
2023-07-13 08:00:00,2277.76,2356.38,2277.76,2322.37,981225.0
2023-07-13 12:00:00,2322.37,2322.37,2254.53,2261.18,920453.0
2023-07-13 16:00:00,2261.18,2268.39,2241.07,2243.73,1393718.0
2023-07-13 20:00:00,2243.73,2299.67,2243.73,2297.14,568849.0
2023-07-14 00:00:00,2297.14,2297.14,2257.24,2270.18,2281788.0
2023-07-14 04:00:00,2270.18,2320.13,2268.84,2290.58,862240.0
2023-07-14 08:00:00,2290.58,2349.27,2290.58,2324.81,1725369.0
2023-07-14 12:00:00,2324.81,2324.81,2283.99,2288.35,637303.0
2023-07-14 16:00:00,2288.35,2301.77,2287.34,2288.18,1680194.0
2023-07-14 20:00:00,2288.18,2288.18,2141.36,2156.97,1682804.0
2023-07-15 00:00:00,2156.97,2156.97,2099.47,2119.36,1457307.0
2023-07-15 04:00:00,2119.36,2119.36,2100.6,2111.84,731451.0
2023-07-15 08:00:00,2111.84,2111.84,2034.43,2066.52,1362421.0
2023-07-15 12:00:00,2066.52,2166.29,2066.52,2129.31,665618.0
2023-07-15 16:00:00,2129.31,2129.31,2070.35,2076.63,1059829.0
2023-07-15 20:00:00,2076.63,2076.63,2058.44,2062.25,2012134.0
2023-07-16 00:00:00,2062.25,2078.3,2058.47,2069.17,1791119.0
2023-07-16 04:00:00,2069.17,2125.66,2069.17,2124.92,1211769.0
2023-07-16 08:00:00,2124.92,2124.92,2057.65,2072.12,738663.0
2023-07-16 12:00:00,2072.12,2128.13,2072.12,2117.58,1660773.0
2023-07-16 16:00:00,2117.58,2123.39,2107.86,2120.09,1214315.0
2023-07-16 20:00:00,2120.09,2120.09,2069.47,2084.75,376940.0
2023-07-17 00:00:00,2084.75,2126.4,2081.36,2104.18,1778561.0
2023-07-17 04:00:00,2104.18,2124.17,2094.03,2113.82,1188121.0
2023-07-17 08:00:00,2113.82,2113.82,2090.85,2093.1,2193975.0
2023-07-17 12:00:00,2093.1,2105.02,2093.1,2097.82,695485.0
2023-07-17 16:00:00,2097.82,2097.82,2076.12,2085.37,245646.0
2023-07-17 20:00:00,2085.37,2115.25,2077.3,2091.71,1382691.0
2023-07-18 00:00:00,2091.71,2120.14,2091.71,2118.74,1391346.0
2023-07-18 04:00:00,2118.74,2207.6,2118.74,2181.34,516414.0
2023-07-18 08:00:00,2181.34,2181.34,2119.95,2134.92,737300.0
2023-07-18 12:00:00,2134.92,2220.49,2134.92,2219.03,4768817.0
2023-07-18 16:00:00,2219.03,2219.03,2117.49,2143.27,1032191.0
2023-07-18 20:00:00,2143.27,2144.85,2133.91,2139.56,1733199.0
2023-07-19 00:00:00,2139.56,2177.38,2139.56,2164.36,868628.0
2023-07-19 04:00:00,2164.36,2183.03,2164.36,2177.47,422882.0
2023-07-19 08:00:00,2177.47,2178.35,2150.27,2155.24,1104464.0
2023-07-19 12:00:00,2155.24,2181.56,2124.93,2149.32,1053046.0
2023-07-19 16:00:00,2149.32,2149.32,2089.96,2132.4,984669.0
2023-07-19 20:00:00,2132.4,2132.4,2090.33,2111.91,1135609.0
2023-07-20 00:00:00,2111.91,2157.84,2111.91,2146.32,1372486.0
2023-07-20 04:00:00,2146.32,2165.94,2141.38,2162.26,1115643.0
2023-07-20 08:00:00,2162.26,2162.26,2119.06,2137.45,639215.0
2023-07-20 12:00:00,2137.45,2179.75,2137.45,2174.2,1533545.0
2023-07-20 16:00:00,2174.2,2202.34,2171.85,2188.4,453756.0
2023-07-20 20:00:00,2188.4,2241.74,2188.4,2222.61,431413.0
2023-07-21 00:00:00,2222.61,2244.2,2222.61,2243.82,1740339.0
2023-07-21 04:00:00,2243.82,2249.85,2210.14,2216.14,1549604.0
2023-07-21 08:00:00,2216.14,2216.14,2181.25,2197.74,1168583.0
2023-07-21 12:00:00,2197.74,2235.19,2197.74,2222.6,598556.0
2023-07-21 16:00:00,2222.6,2270.33,2222.6,2243.17,844115.0
2023-07-21 20:00:00,2243.17,2275.04,2222.94,2242.69,1054552.0
2023-07-22 00:00:00,2242.69,2275.34,2227.78,2246.86,541475.0
2023-07-22 04:00:00,2246.86,2295.04,2246.86,2290.15,831084.0
2023-07-22 08:00:00,2290.15,2290.15,2263.49,2270.06,1666382.0
2023-07-22 12:00:00,2270.06,2317.86,2256.66,2288.91,2455038.0
2023-07-22 16:00:00,2288.91,2298.54,2282.19,2282.2,975088.0
2023-07-22 20:00:00,2282.2,2283.77,2253.46,2274.97,1755465.0
2023-07-23 00:00:00,2274.97,2315.41,2274.97,2312.7,461838.0
2023-07-23 04:00:00,2312.7,2371.76,2302.49,2341.56,1672325.0
2023-07-23 08:00:00,2341.56,2387.38,2341.56,2370.37,804540.0
2023-07-23 12:00:00,2370.37,2422.22,2370.37,2417.02,1402368.0
2023-07-23 16:00:00,2417.02,2435.27,2409.97,2418.03,1062488.0
2023-07-23 20:00:00,2418.03,2485.06,2418.03,2443.0,2327271.0
2023-07-24 00:00:00,2443.0,2445.87,2412.77,2431.88,776679.0
2023-07-24 04:00:00,2431.88,2448.07,2422.01,2443.95,1645909.0
2023-07-24 08:00:00,2443.95,2458.69,2394.14,2439.42,1045751.0
2023-07-24 12:00:00,2439.42,2445.78,2439.38,2443.21,1111085.0
2023-07-24 16:00:00,2443.21,2466.78,2443.21,2465.27,1096982.0
2023-07-24 20:00:00,2465.27,2465.27,2405.08,2435.26,787929.0
2023-07-25 00:00:00,2435.26,2525.0,2435.26,2511.93,1194156.0
2023-07-25 04:00:00,2511.93,2511.93,2452.43,2474.28,1165518.0
2023-07-25 08:00:00,2474.28,2474.28,2420.23,2429.46,1356774.0
2023-07-25 12:00:00,2429.46,2493.47,2429.46,2471.91,1254506.0
2023-07-25 16:00:00,2471.91,2529.75,2471.91,2501.51,1792277.0
2023-07-25 20:00:00,2501.51,2527.17,2501.51,2525.18,1908359.0
2023-07-26 00:00:00,2525.18,2549.62,2525.18,2549.23,711185.0
2023-07-26 04:00:00,2549.23,2563.46,2530.39,2549.02,1856839.0
2023-07-26 08:00:00,2549.02,2549.02,2483.87,2514.97,664528.0
2023-07-26 12:00:00,2514.97,2537.28,2486.05,2518.08,1613519.0
2023-07-26 16:00:00,2518.08,2518.08,2481.31,2492.75,1639447.0
2023-07-26 20:00:00,2492.75,2541.86,2492.75,2529.46,462472.0
2023-07-27 00:00:00,2529.46,2531.44,2497.04,2524.14,1259833.0
2023-07-27 04:00:00,2524.14,2524.14,2465.89,2493.13,951459.0
2023-07-27 08:00:00,2493.13,2493.13,2478.41,2481.37,822923.0
2023-07-27 12:00:00,2481.37,2497.65,2481.37,2496.98,2362961.0
2023-07-27 16:00:00,2496.98,2496.98,2440.53,2476.12,867318.0
2023-07-27 20:00:00,2476.12,2476.12,2432.01,2445.83,803564.0
2023-07-28 00:00:00,2445.83,2491.97,2445.83,2455.01,1248992.0
2023-07-28 04:00:00,2455.01,2475.1,2444.04,2464.28,1694325.0
2023-07-28 08:00:00,2464.28,2464.28,2421.72,2445.79,1120377.0
2023-07-28 12:00:00,2445.79,2445.79,2410.01,2428.75,2154750.0
2023-07-28 16:00:00,2428.75,2457.49,2405.69,2437.45,1568277.0
2023-07-28 20:00:00,2437.45,2437.45,2379.32,2384.75,404697.0
2023-07-29 00:00:00,2384.75,2384.75,2304.93,2334.64,922891.0
2023-07-29 04:00:00,2334.64,2334.64,2297.17,2309.71,908072.0
2023-07-29 08:00:00,2309.71,2310.42,2300.02,2302.55,1528321.0
2023-07-29 12:00:00,2302.55,2325.48,2302.55,2313.52,323706.0
2023-07-29 16:00:00,2313.52,2398.53,2313.52,2364.95,4301631.0
2023-07-29 20:00:00,2364.95,2418.48,2364.95,2395.61,1568316.0
2023-07-30 00:00:00,2395.61,2407.67,2388.62,2390.1,1295540.0
2023-07-30 04:00:00,2390.1,2408.79,2378.3,2389.66,2171185.0
2023-07-30 08:00:00,2389.66,2389.66,2350.84,2353.96,3881868.0
2023-07-30 12:00:00,2353.96,2379.76,2352.06,2353.54,1858673.0
2023-07-30 16:00:00,2353.54,2353.54,2303.68,2343.59,1932657.0
2023-07-30 20:00:00,2343.59,2360.61,2343.59,2355.17,1283813.0
2023-07-31 00:00:00,2355.17,2355.17,2307.95,2326.18,1120446.0
